,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
397,TUCOltd,"The University Caterers Organisation championing in-house catering and focusing on four key categories; Share, Learn, Buy and Grow.","Manchester, UK",False,2022-06-22 12:13:02,"Develop your commercial awareness &amp; facilitate your understanding of the critical financial competencies required to manage a business successfully, such as forecasting &amp; business analysis specifically for the areas of Environmental, Social, &amp; Governance
https://t.co/iKs9IihkWE https://t.co/NsDAZoxXCf",,Buffer,0
398,Digital News Reports,katarsocial@outlook.com,,False,2022-06-20 08:18:55,The Tuco  &amp; #Thanos a #gamedev / #game version of #UkraineRussiaWar -;)  https://t.co/UUJbEvu2Ys,"[{'text': 'Thanos', 'indices': [16, 23]}, {'text': 'gamedev', 'indices': [26, 34]}, {'text': 'game', 'indices': [37, 42]}, {'text': 'UkraineRussiaWar', 'indices': [54, 71]}]",Twitter for iPhone,1
399,blondie. @BanditTuco - fringe,"preferred pro noun, 🇨🇦 patriot. PPCLI. national non compliance.",,False,2022-06-18 00:24:30,"No, every one is finished,  no more Strange injections, social engineering, or lies.",,Twitter for Android,1
400,Rohan Premkumar,"Principal Correspondent at The Hindu, thozhar, socialist, mountain goat and inappropriate feet-tapper. 🇵🇸✊🏿","The Nilgiris, Tamil Nadu",False,2022-06-19 03:22:19,"""The hero of small things""

In the Eastern Ghats, R. Brawin Kumar is bringing much needed awareness of species under threat of extinction such as the Elvira Rat and the Salem ornamental tarantula. #ecology #conservation

Read about it here:
https://t.co/5DQpYWdvmr https://t.co/T0WMwpdwLS",,Twitter for Android,5
401,Aivy ☆ (rebranding slowly) 👓💼 STREAMER,"Twitch Affiliate ★
Logo: @mynameiisrena_ ★ 16+ content ★ 
Png: artist unknown ★ 
pfp: @KaraArts25 ★ 
partner in crime @FumeraIgnacia ★ am dumby ferret ★",They / He and 20,False,2022-06-18 21:54:01,"Elvira is my new obsession

Now goodnight my rat bastards and rat bitches, you're all precious to me and I hope you all have a great time",,Twitter for Android,0
402,Brad,Cofounder @RiggingDojo : Consultant and Animator /Character TD/Motion Editor/Mentor,,False,2022-06-20 21:26:11,"@Shhlife @SteveB_73 yeah that would be good to know, even like in Maya you can just middle mouse click anywhere in the view and interact in screen space... Max you have to Lock the selection then can then drag around without clicking on the manipulator.",,Twitter Web App,0
403,ixlab_ut,"Information eXperience lab at the UT Austin School of Information @UTiSchool @UTAustin, co-directed by Prof. Jacek Gwizdka @jaceksg",,False,2022-06-20 11:45:50,"Great to finally attend in-person https://t.co/5MDm3F6nOj retreat 2022 in Vienna &amp; present paper: Gwizdka J, Tessmer R, Chan, Y-C, Kavita Radhakrishnan, Maya Henry “Eye-gaze and mouse-movements on web search as indicators of cognitive impairment” @UTiSchool",,Twitter Web App,0
404,Jacek Gwizdka,"Associate Professor @UTiSchool, Researcher in HCI, #InteractiveIR, #NeuroInfoScience, Cognitive Psych, #eyetracking, Photographer, Skier, #Jazz fan","Austin, TX",False,2022-06-20 11:44:23,"Great to finally attend in-person https://t.co/CHWOK4OQlV retreat 2022 in Wien, Österreich and present paper: Gwizdka J, Tessmer R, Chan, Y-C, Kavita Radhakrishnan, Maya Henry “Eye-gaze and mouse-movements on web search as indicators of cognitive impairment” @IXlab_UT @UTiSchool",,Twitter Web App,0
405,Katy Hargrove,They/Their / Game Dev / 3D and 2D Art / Loves cartoons and nature / Past: ArenaNet/Motiga/Valve/Warner Brothers Animation / Current: Lost Lake Games,"Seattle, WA",False,2022-06-17 21:33:28,"How long do you wait for Maya to finish an operation to touch the mouse again to see if it’s just slow or crashed?

Splitting polys is pain.",,Twitter Web App,0
406,Matt Parker,Animator at Riot Games.  Formerly at Blizzard on WoW and Heroes of the Storm. Formerly at Carbine Studios on WildStar. Personal account.,"Orange, CA",False,2022-06-15 22:44:14,"@Emily_x_Juliet I currently love this mouse. I like binding my maya camera controls to top buttons that you straighten your fingers to press so I don't have to hit Alt with my left thumb. You can get nutty with the deep clicks too if you want.
https://t.co/h7FeLQeAQ6",,Twitter Web App,0
407,Jamie Lawson,Computer scientist. Worked many years on national security projects. Play racket sports.,"California, USA",False,2022-06-21 16:01:23,"@BettyJC2022 @JezmundBerz @Meltedmedium @nytimes That doesn't meet the legal standard. But now let's say you put up a webcam in the garden, and post pictures on social media with comments noting that there's a rare and endangered tropical pocket gopher in your garden. Then you trap it. /3",,Twitter Web App,0
408,Jamie Lawson,Computer scientist. Worked many years on national security projects. Play racket sports.,"California, USA",False,2022-06-21 15:52:15,"@BettyJC2022 @JezmundBerz @Meltedmedium @nytimes In your trap you catch/kill a critically endangered tropical pocket gopher, which is normally not found in your area. Killing an endangered species is a crime. You intended to kill something, but you were not conscious that your trap might kill an endangered gopher. /2",,Twitter Web App,0
409,Sarah McLeod,"Teacher Librarian Glenlyon Norfolk Junior School           
IB World School | IB Continuum | Round Square","Victoria, B.C., Canada",False,2022-06-21 00:14:27,Well done Everly! Awesome inquiry about the Vancouver Island Marmot. What a fascinating creature!  Check out further presentations this coming Friday &amp; Saturday @bcheritagefairs @glenlyonnorfolk @trev_mackenzie @rbathursthunt #inquirymindset https://t.co/QwEc5w9qpE,,Twitter for iPhone,2
410,BC Heritage Fairs,"Heritage Fair students follow their passion for history and share their learning, becoming community leaders who think critically and respect Canadian heritage.","British Columbia, Canada",False,2022-06-20 19:50:56,"Everly, for her project on the Vancouver Island Marmot. @ScienceWorldTR https://t.co/KdglWGXuzv",,Twitter Web App,1
411,BC Heritage Fairs,"Heritage Fair students follow their passion for history and share their learning, becoming community leaders who think critically and respect Canadian heritage.","British Columbia, Canada",False,2022-06-18 19:08:32,"Our last two presentations today were Annabel talking about Kim Campbell, Canada's first and only female Prime Minister, and Everly talking about the adorable (and endangered) Vancouver Island Marmot!",,Twitter for Android,0
412,Alex Pope,"Editor-in-Chief, @CanGeo + @CanGeo_Travel. Mama. World traveller. Watcher of clouds. Pitches/ideas: pope@canadiangeographic.ca",Ottawa,True,2022-06-17 17:17:32,@CatherinBabault @MarmotRecovery @CanGeo @Jav_Frutos @NatGeoMag Great video! We have a feature on the Vancouver Island marmot coming out next year.,,Twitter for iPhone,0
413,Catherine Babault,"Ethical wildlife and nature photographer on Vancouver Island, British Columbia. For workshops, book, prints & stock images, visit https://t.co/aO8nTgCbtS","Comox Valley, Vancouver Island",False,2022-06-17 17:13:57,"Just posted a video about the Vancouver Island Marmot, a critically endangered species, which is endemic to Vancouver Island. Thanks for sharing. https://t.co/SjQbaWBxGl
#endangeredspecies #marmot @MarmotRecovery @CanGeo @Jav_Frutos @XelaEpop @NatGeoMag",,Twitter Web App,6
414,Wilder Institute,"Canada’s leading charitable conservation organization, taking and inspiring action to sustain wildlife and wild places.",,False,2022-06-17 15:30:27,Radio-telemetry allows us to track the location &amp; survival of released Vancouver Island marmots. Transmitters are implanted before marmots are released &amp; function by sending out a pulse that responds to the internal body temperature of each marmot. #WildWorld https://t.co/w12PJk6Y5L,,Meltwater Social,0
415,EveryBat,"Posted every bat species on Earth, now going through them all again. Bat facts & pics. Mostly accurate, random bat order",Earth,False,2022-06-20 14:55:00,"The Fijian monkey-faced bat (Mirimiri acrodonta) is a critically endangered megabat from Fiji. Only 6 individuals have ever been observed.

(Photo Guy Botroff) https://t.co/F4ZcKJhaDl",,TweetDeck,52
416,Peter - (Lets get down to business folks),"To Do List:  
•    Fade out MONEY completely (It's fuelling the devastation of our 
      ecosystems)
•    Remove Govt & Most Jobs
•    Tackle Overpopulation",,False,2022-06-22 22:49:12,"@GuardsMr @PeterDClack @DKCSCMadre How do we know that the likes of the African forest elephant, Black Rhino, Bornean Orangutan &amp; more are at the brink of extinction. It's only what we been told by the likes of WWF. If they lie about climate change why can't they lie about animals at the brink of extinction?",,Twitter Web App,0
417,WWF-US Action Team,"Activism for @world_wildlife. We are 11 million activists, and together, we are taking action to protect the diversity of life on Earth.",,False,2022-06-22 17:52:04,"Baby alert! Life recently sprang anew amid the lush forest of the Central African Republic.

https://t.co/UB6MQeGfAS",,Sprout Social,0
418,Big Five Tours and Expeditions,"Custom luxury travel specializing in:

🌍 Authenticity
✈️ Sustainability
👨‍💼 Service

We don’t tell stories better, we tell better stories.",Worldwide,False,2022-06-22 15:53:03,"This #WorldRainforestDay we're celebrating the African Forest Elephant. Known as the ""mega-gardeners of the forest"", their ""destructive"" grazing pattern helps boost carbon stocks &amp; disperse vital nutrients in the Central African Rainforest. Learn more  https://t.co/tP2LfLr2nn https://t.co/VCJPqaNbrT","[{'text': 'WorldRainforestDay', 'indices': [5, 24]}]",Sprout Social,0
419,#ForNature,"‘It’s just one bag,’ said 8 billion people. Follow us for the upcoming weeks as we explore ways of reducing our plastic waste and celebrating Nature.",Everywhere,False,2022-06-22 08:21:38,"On #WorldRainforestDay, let's be grateful for the African Forest Elephant 🐘 

They boost the big trees' health 🌳

Release nutrients while grazing 💩 

Increase forest carbon capture 💨 

They're also endangered. Let's thank them by protecting them ⛔🔫 https://t.co/wU9zR5hZZF","[{'text': 'WorldRainforestDay', 'indices': [3, 22]}]",Twitter for Android,9
420,Nature's W.Safaris,,Kenya,False,2022-06-22 06:29:13,"Elephants are the largest existing land animals. There are three living species currently recognized: The African bush elephant, the African forest elephant, and the Asian elephant. They are an informal grouping within the subfamily Elephantinae of the order Proboscidea; extinct https://t.co/MgUrDg6PFz",,Twitter Web App,0
421,Inspire African Safaris,"we are a safari company that deals in tour and safaris, Gorilla permits, forest walks,hotel reservations, adventure Safaris, trip advisory services",Uganda,False,2022-06-21 17:52:02,"New Update: African Elephant 
The African Elephant has two confirmed species the Bush elephant Loxodonta africana and the Forest elephant Loxodonta cyclotis, both of which https://t.co/uBhqrI3b27",,Revive Social App,0
422,WUaSPress,"WUaS Co Press: Med Sch robotics, 3D, Academic, Poetry, STEM, Textbooks, Ed Games, VR -Planned in 8k languages, w machine translation, BOOKSTORE @WorldUnivAndSch","Stanford, CA",False,2022-06-20 17:57:24,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/Vm9drRB2z2 &lt;
https://t.co/msaB5nVDVM &gt; https://t.co/8nO4VY82VN
WUaS Agenda &amp; News for 6/18/22 https://t.co/5wpPGgsFQe
-https://t.co/aO8jk4TR1n
&gt;https://t.co/4NwosIzas8~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,5
423,HarbinBook,5 Harbin books: https://t.co/QRtWxb88iC Visit Virtual Harbin VR Gate for SOAKING Add Pix: https://t.co/mnNZOGPHk2 @WUaSPress ~ https://t.co/E4bc956hc1,"Berkeley, CA",False,2022-06-20 17:56:24,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/ImjELKclNs &lt;
https://t.co/3edakML9ha &gt; https://t.co/oYZDUnveMb
WUaS Agenda &amp; News for 6/18/22 https://t.co/y082jFKr3y
-https://t.co/S8oLm73ZP9
&gt;https://t.co/zaKduHLd8C~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,2
424,Open Band (Berkeley),Open Band plays Mondays 7:30-9:30 pm in Berkeley in St. Clement's beautiful hall near the Claremont. Scottish Country Dancers & Musicians Welcome @scottmacleod~,"Berkeley, CA",False,2022-06-20 17:55:53,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/Y69v866WFE &lt;
https://t.co/HVzlJKtjnQ &gt; https://t.co/aZONfIx28C
WUaS Agenda &amp; News for 6/18/22 https://t.co/zU5P9m1O3x
-https://t.co/8fbCCxM2h7
&gt;https://t.co/TMmgrpD6mP~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,4
425,Scott_GK_MacLeod_WUaS_worlduniversityandschool.org,"Professor, President, Founder @ 1 World University & School @WorldUnivAndSch, & Publisher @ 2 WUaS Corporation @WUaSPress @HarbinBook Yoga Friend Quaker Clerk",SF Bay Area,False,2022-06-20 17:54:37,"#Potentilla Simplex: recording of 6/20/22 open @WorldUnivAndSch @WUaSPress News and Q&amp;A at 10am PT https://t.co/uK2TcQ0G7r &lt;
https://t.co/6aJCBD6QwH &gt; https://t.co/lYARtjOr2P
WUaS Agenda &amp; News for 6/18/22 https://t.co/Og10m1esdZ
-https://t.co/xhwPlThCHY
&gt;https://t.co/tl6R7zDv9H~","[{'text': 'Potentilla', 'indices': [0, 11]}]",Twitter Web App,6
426,BBC Wildlife,"BBC Wildlife Magazine - bringing you closer to nature with advice, news, the best nature writing and stunning wildlife photography","Bristol, UK",False,2022-06-18 16:27:01,"Wildlife Champion: @mslucycooke on the pygmy three-toed sloth
https://t.co/j0pHJ7z7xU",,Emplifi,2
427,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-14 09:35:28,"Today, Delta Air Lines's chemicals are destroying the endangered Pygmy three-toed sloth.",,"Cheap Bots, Done Quick!",0
428,Surena Marie 🍓,Product Marketing Manager for @criticalrole • Cozy Illustrator • she/they #RadiantCitadel | Header by @lassflores,"Los Angeles, CA",True,2022-06-21 23:37:43,"Pangolins are one of my all-time favorite animals. Proposing them as the avatar of Siabsungkoh for #RadiantCitadel was my small way of bringing visibility to the sweet Sunda and Chinese pangolins of Thailand that are critically endangered. 💖

https://t.co/uf09psbe4X https://t.co/pLgfWtbgw7","[{'text': 'RadiantCitadel', 'indices': [99, 114]}]",Twitter for iPhone,9
429,Fikreee,real incel,,False,2022-06-19 17:06:01,GUYS I SAW A SUNDA PANGOLIN. THEYRE DAMN RARE IN SINGAPORE OMFG WTF WAS IT DOING HERE https://t.co/5QDNPp0bK6,,Twitter for iPhone,0
430,Ben,Head of Television & Microwave Programming :: For those who follow :: Only love can conquer hate,airstrip one,False,2022-06-22 17:35:36,"The general theme of my recent wildlife viewing has ended up being ‘pray like fuck chinese people don’t find you tasty’. Today, the pangolin.",,Tweetbot for Mac,0
431,Surena Marie 🍓,Product Marketing Manager for @criticalrole • Cozy Illustrator • she/they #RadiantCitadel | Header by @lassflores,"Los Angeles, CA",True,2022-06-21 23:37:43,"Pangolins are one of my all-time favorite animals. Proposing them as the avatar of Siabsungkoh for #RadiantCitadel was my small way of bringing visibility to the sweet Sunda and Chinese pangolins of Thailand that are critically endangered. 💖

https://t.co/uf09psbe4X https://t.co/pLgfWtbgw7","[{'text': 'RadiantCitadel', 'indices': [99, 114]}]",Twitter for iPhone,9
432,Penny Madashell 🤖,"I talk trash about trash TV & trash politics. Here for animal rescue, reality housewives, logic & free thought. Most ESH. #AdoptDontShop",New York City,False,2022-06-21 17:55:05,"@scttfrnks @SmoothJohnny5 Three things: 

1. Why did I watch that whole damn video?

2. Bird’s nest soup is tasty, but that consistency can be easily duped w gelatin.

3. China/Asia has f*cked up laws &amp; mentality around animals &amp; wildlife. And wack ass beliefs on eating exotics. 👎🏽https://t.co/VVQ7r5VvsY",,Twitter for iPhone,0
433,Kris Tohm,,,False,2022-06-21 04:01:23,"Damn the chinese and Asians doing these horrible atrocities!!! You sick bastards!!!
https://t.co/as1cYMiofH",,Twitter for Android,0
434,风林火山,,Shanghai,False,2022-06-20 10:51:46,"@louisa1000 @ErikSolheim Wow, how much do you know about China? Or, what do you think I said is wrong? Your profile? Welcome to China to sell ivory, rhinoceros horn and pangolin. Before you come, you must learn about Chinese prisons carefully. I am afraid you will not be used to Chinese prison life.",,Twitter Web App,0
435,InstrumentChannel7999,"Hi, I’m Inst
Pfp by @brettum_d
He/Him, Bi, Minor, 15, Autistic
I make cute things, like OCS and beautiful drawings.
Bday: 9/30

DNI if you support NFTs",In Inst’s House,False,2022-06-20 01:00:30,"Happy Father's Day!
Min (the girl) has two fathers, Huizhong (the one in the glasses) and Zixin (the one with the purple jacket). And she has a pet Chinese Pangolin named “Baozhai”. I wanted to do an artwork for pride month, since Father’s Day is here, why not do a gay couple? https://t.co/x2raxi9oFo",,Twitter Web App,0
436,OsageCatZ,"Indigenous Ozarks w Mississippi River fixation
😬👀🧑🏽‍🌾",,False,2022-06-18 14:21:08,Only thing the Chinese have not been forthcoming with and accurate to 90+% since Feb’20 is FurinCleavageSite-The natural recombination would require that the viruses from bat and pangolin infected the same cell in the same organism simultaneously https://t.co/BNHg1JZobh,,Twitter Web App,0
437,Steven Larsen,"“you can please some of the people all of the time, you can please all of the people some of the time but you can’t please all of the people all of the time”","Melbourne, Victoria, Australia",False,2022-06-17 13:15:01,"@QinduoXu What troubles me is the similarity of Pangoal Inst to Pangolin, a mammal that has been decimated over decades all to satiate the Traditional Chinese Medicine industry which has very little basis in science. Yes I want to know about China but more so why they allow this to happen",,Twitter for iPhone,0
438,rex tyler DTM,"-DRUID Bard poet/blogger, Lexicon Swordsman,, Eco activism, VEGAN(many decades) forager writer of magickal stories.public speaker DTM",Berkhamsted. Hertfordshire,False,2022-06-17 06:28:22,The Chinese with their long History should really by now have got the message that keratin does not effect cure whatsoever finger and human toe nails made of the same  material.continuing to poach And kill the Rhinocerus is a vile act if ignorance similarly withbtge Pangolin,,Twitter for iPad,0
439,Consell de Dotze,"Després d'una traïció, el consell de dotze farà possible la venjança catalana",Aversa,False,2022-06-16 13:17:28,@RepTenney 😱😭 Now that everyone believe the story about the bat doing the pangolin in some market and the Chinese eating it in a 🍲 https://t.co/8wrzs3iF4Z,,Twitter for Android,0
440,Quiet Earth Obits,,,False,2022-06-22 12:50:06,"July 6, 2017- The last remaining Elephas maximus sumatranus (Sumatran elephant) died today. RIP",,"Cheap Bots, Done Quick!",0
441,Save The Asian Elephants,"#STAE is a team of conservationists, lawyers & campaigners dedicated to saving the Asian elephant. Contact us: savetheasianelephants@stae.org","London, England",False,2022-06-22 09:00:43,"Another Sumatran elephant found dead, again by poisoning. Sumatran elephants are highly endangered: just 2,500-3,000 elephants remain in the wild. https://t.co/LecAHw31ik
@DrBrianMay  @NickyAACampbell  @GrumpyOldRick",,Hootsuite Inc.,115
442,Protecting Wildlife,"Giving a voice to endangered species.  Together we can protect the environment and promote peace!  

#supportthewwf #savetheanimals    🐆🐼🐘🐯🦏🦍🐗",,False,2022-06-18 12:34:35,"I cannot believe it, that's the Sumatran Elephant! They contribute to a healthy forest eco-system. They are one of many species that are critically endangered. 
Consider volunteering at your local nature centre! 🌳 🌳 https://t.co/47I7CR6JUv",,"Cheap Bots, Done Quick!",0
443,Palm Oil Detectives,"An exciting non-profit platform & consumer website for creatives, scientists, concerned consumers and corporate corruption whistleblowers to #Boycott4Wildlife","Wellington, New Zealand",False,2022-06-17 20:24:00,"Sumatran #Elephants are rapidly disappearing, critically endangered in #Sumatra #Indonesia due to #palmoil #deforestation and #poaching. Support their survival at the supermarket. Join the #Boycott4Wildlife via @palmoildetect  https://t.co/NKbZgExr6N https://t.co/jKRZYtvLGy","[{'text': 'Elephants', 'indices': [9, 19]}, {'text': 'Sumatra', 'indices': [71, 79]}, {'text': 'Indonesia', 'indices': [80, 90]}, {'text': 'palmoil', 'indices': [98, 106]}]",Twitter Web App,13
444,I N D I G I D A D D I E Ⓥ 🇺🇦,(he/him/hastiin) Arizona State Alumnus • grad student at the University of York MS(c) Computer Science • Vegan 🌱 • Diné - Jew • two spirit,"York, England",False,2022-06-17 17:32:52,"Sumatran Elephant: considered to be the smallest sub-species of Asian elephants. However, that’s up for debate as the Borneo-Pygmy elephant is considered to be a sub-species by some scientists. https://t.co/PLw3TIuSlq",,Twitter for iPhone,1
445,I N D I G I D A D D I E Ⓥ 🇺🇦,(he/him/hastiin) Arizona State Alumnus • grad student at the University of York MS(c) Computer Science • Vegan 🌱 • Diné - Jew • two spirit,"York, England",False,2022-06-17 17:32:47,"There are 3 types of subspecies of Asian Elephants. 
1. Sri-Lankan Elephant 
2. Indian Elephant 
3. Sumatran Elephant",,Twitter for iPhone,2
