,Unnamed: 0,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
20,20,Masungi Georeserve,"Award-winning conservation project protecting threatened limestone formations & biodiversity through education & geotourism

#SaveMasungi #RestoreTogether","Baras, Calabarzon",False,2022-06-21 01:52:16,"Unfortunately, they are under constant threat because of the constant pressures on their natural habitats. (2/3)

Photo 1: Indigo-banded Kingfisher
Photo 2: Philippine Long-tailed Macaque
Photo 3: Philippine Warty Pig

#SaveMasungi https://t.co/ehCVjKyh6i",,Twitter for iPhone,6
21,21,DamianWhat,"The Certified Top Kekko of Gamer Season
Content Creator, Competitive Gamer, Hero of the People, aspiring Voice Actor, Brilliant Detective, and The Funny.","East Syracuse, N.Y.",False,2022-06-14 09:31:44,"@SteP__Arts @Nycteruu Draw a philippine warty pig character, that's like the only ph animal I know",,Twitter for Android,0
22,22,Keith Usher 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Gooner since 1969 with a passion for African wildlife and Welsh rugby. Support Scarlets 🏉 🔴 60+ years old going on 30. I share occasional viewpoints on stuff.,,False,2022-06-23 18:50:34,"@JamesMelville This looks to be a reticulated giraffe, I’m not certain but if it is, its a very rare endangered species from Northern Kenya and Somalia. They move slowly and you can approach these animals to within a few feet, so incredibly hard to miss with a rifle shot. Such bravery.",,Twitter for iPhone,0
23,23,Zoo Tycoon Updates,,,False,2022-06-23 13:51:43,Reticulated Giraffe 1 is pooping.,,"Cheap Bots, Done Quick!",0
24,24,First Cut🇰🇪,,,False,2022-06-23 09:29:28,"You might also spot rare sub-species such as the Grevy’s zebra, reticulated giraffe and East African oryx, as well as the gerenuk
#KenyaSihami",,Twitter for Android,9
25,25,Zoo Tycoon Updates,,,False,2022-06-23 07:40:20,Reticulated Giraffe 12 is playfully roaring at Greater Flamingo 7.,,"Cheap Bots, Done Quick!",0
26,26,Zoo Tycoon Updates,,,False,2022-06-23 07:30:38,Reticulated Giraffe 20 is mooing in anger.,,"Cheap Bots, Done Quick!",0
27,27,Zoo Tycoon Updates,,,False,2022-06-23 06:10:36,Reticulated Giraffe 20 is chuffing at Cheetah 3.,,"Cheap Bots, Done Quick!",0
28,28,Zoo Tycoon Updates,,,False,2022-06-23 05:00:35,Reticulated Giraffe 12 is going to pee.,,"Cheap Bots, Done Quick!",0
29,29,JeromeAMosesTravelAdventures,humanitarian aid mission people nature outdoors wildlife  animals parks videos pics singing love music brands awareness travelcampaignsactivistshealthexercising,"madisonville,tn",False,2022-06-23 01:31:31,"Hey, Shorty: We kicked off World Giraffe Day yesterday with video by Nat Geo Explorer Ami Vitale. The video showed Fupi (Shorty in Swahili), a reticulated giraffe that was rescued and rehabilitated. @NatGeo https://t.co/hKuvfsVqm2",,Twitter Web App,1
30,30,JDHarchitects,JAYNE HARRISON | Architect & Founder | JDH Architects | Visionary Design of Educational Facilities | Schools & Learning Environments,"Sydney, New South Wales",False,2022-06-22 21:26:56,"Hapy National Giraffe Day

This  Fupi (Shorty in Swahili), a reticulated giraffe that was rescued and rehabilitated. 

Across Africa, giraffes are undergoing what is called a silent extinction. 

Populations have dropped nearly 40 percent in three decades…https://t.co/oRzycy5lZl",,LinkedIn,0
31,31,Memphis Zoo,Creating Adventures. Saving Wildlife.,"Memphis, TN",True,2022-06-22 18:03:21,@MayttMoore Ja is on his way to start his own family and help the reticulated giraffe population. We already have a breeding male in our herd. We will miss him!,,Twitter Web App,0
32,32,Keith Usher 🏴󠁧󠁢󠁷󠁬󠁳󠁿,Gooner since 1969 with a passion for African wildlife and Welsh rugby. Support Scarlets 🏉 🔴 60+ years old going on 30. I share occasional viewpoints on stuff.,,False,2022-06-23 18:50:34,"@JamesMelville This looks to be a reticulated giraffe, I’m not certain but if it is, its a very rare endangered species from Northern Kenya and Somalia. They move slowly and you can approach these animals to within a few feet, so incredibly hard to miss with a rifle shot. Such bravery.",,Twitter for iPhone,0
33,33,Abdulkadir Nasidi,"#Energy Entreprenure|#Leadership|
#Founder/MD/CEO, @Carvenservice, @EntrivisC |#Pulaaku| #Nwannem shina Nne uzo|#Eko oni Baje♡|",Glasgow.,False,2022-06-23 10:57:22,"World Giraffe Day

#WorldGiraffeDay is set on 21st June because it is the longest day of the year on the northern hemisphere.

https://t.co/GRqhKEgobu 

Photo by Varun Aditya https://t.co/0a0PkXEeV5","[{'text': 'WorldGiraffeDay', 'indices': [19, 35]}]",Twitter for Android,0
34,34,ishtiyaque ahmed,social activist,"howrah,india",False,2022-06-22 19:18:20,World Giraffe Day is celebrated every year on the 21st of June. This day coincidentally falls during the Summer Solstice in the Northern Hemisphere and the Winter Solstice in the Southern Hemisphere.,,Twitter for Android,0
35,35,OJADACT,"Non governmental organization that strengthen Journalists capacity in reporting against crimes in Tanzania.
Stopping Crime is My Duty, Your Duty and Our Duty","Mwanza, Tanzania",False,2022-06-22 09:28:38,"How illegal Giraffe poaching in Tanzania may diminish the species.
@erc_earth @EnvDefenseFund 
https://t.co/bW8MActjOW",,Twitter for Android,2
36,36,Prashant Yadav,Perpetually Enroute,"Gurgaon, India",False,2022-06-22 04:41:38,"It's World Giraffe Day! But do you know why today in particular? June 21st is the longest night and shortest day in the Southern Hemisphere, and the reverse in the Northern Hemisphere. A fitting tribute to the world's tallest animal
.
.
#WorldGiraffeDay #ExploreAfrica https://t.co/iXbPKRAaOo",,Twitter for Mac,0
37,37,Bob Karp,Documentary photojournalist ZUMAPress. Amicus omnibus canibus. IG: @Photopup,"Raleigh, NC",True,2022-06-21 20:50:02,"Jack, a 13-year-old northern giraffe, takes a long look after sneaking up on a volunteer holding a head of romaine @NCZoo. ❤️ #NationalGiraffeDay https://t.co/wSdQa0HtYl",,Twitter for iPhone,11
38,38,Venance Majula,"Communication is a Miracle of Translation. Labour, Climate, Youth, Communication, and Digitalisation.",Tanzania,False,2022-06-21 18:33:19,"Great Plains Conservations has focused anti-poaching efforts in northern Tanzania, an area notorious for giraffe poaching. It recently announced a 3-year plan to relocate more than 3,000 animals, including giraffes, to Sabi Reserve in Zimbabwe. https://t.co/ZVcoZM5Wuj via @luxury",,Twitter for iPhone,0
39,39,Dr. Brian Mwendwa,A Finance Expert/Providing Economic & Investment Blueprint/Climate Change Advisor 🌍/http://VillageVocations.orgW,Karen ,False,2022-06-21 16:41:11,"Today, the 21st of June, marks the longest day in the Northern Hemisphere, and longest night in the Southern Hemisphere. So, naturally, we should celebrate the longest-necked animals today, too. Happy World Giraffe Day! https://t.co/1k5P4eljuM",,Twitter for iPhone,1
40,40,Jason Gilchrist,"Ecologist, Nature Writer, Outdoor Photographer #rhino #mongoose #lemur #spider #wildlife #conservation #ecology #evolution #biodiversity #dinosaurs #lifeonearth",Scotland,False,2022-06-21 16:38:48,"@ugwildlife 1st wild giraffe I ever 👀 was in Murchison Falls National Park, @ugwildlife, Uganda. 📸: from scanned slide. Northern giraffe, Giraffa camelopardalis. #giraffe #NorthernGiraffe #Giraffacamelopardalis #ThePhotoHour #AfricanWildlife #MurchisonFalls #Uganda #Africa #WorldGiraffeDay https://t.co/O3yb6RwexB",,Twitter Web App,4
41,41,Zollz,"In no particular order, #NFTs #Photography #Cars #Crypto #Exploring. NFTs for social good. 

I make car sounds when walking fast.",,False,2022-06-21 15:30:10,"GM and Happy International Giraffe Day!

Did you know 21st June is the longest day in the northern hemisphere? Longest day to celebrate the animal with the longest neck huh?

#WorldGiraffeDay 
#WorldGiraffeDay2022 https://t.co/FQoFuhgNxy",,TweetDeck,21
42,42,Louisville Zoo,Dedicated to Bettering the Bond Between People And Our Planet. Follow our new sloths Sunni and Sebastian @LouZooSloths,"Louisville, KY",False,2022-06-23 15:01:27,"The Zoo is grieving the stillborn birth of a male Masai giraffe calf to Kianga. The calf was delivered stillborn at 2:52 p.m. on  6/22. Kianga had not shown any signs of complications during her pregnancy. 

https://t.co/NWHfW6D87U https://t.co/LnvSa9krl3",,Hootsuite Inc.,2
43,43,WGAUradio,"98.7FM & AM1340, WGAU Athens News and Weather Station","Athens, Georgia",True,2022-06-23 06:00:42,A new baby is on the way at California's Sacramento Zoo.  https://t.co/axdcvRrBKY,,True Anthem,0
44,44,Santa Barbara Zoo,Come see the amazing animals and learn about conservation at the Santa Barbara Zoo! Visit our website for more info.,"500 Ninos Drive, Santa Barbara",False,2022-06-23 00:13:13,"Happy 8th birthday Adia!

Today we celebrated our Masai giraffe Adia’s birthday! She loved her custom birthday banner, healthy treats, and special giraffe “cake!” Thanks keepers Ariel and Veronica for making Adia’s big day an awesome one! https://t.co/B2IzPkHPcY",,Twitter Web App,6
45,45,Meghan Bohn,Current children's library assistant and volunteer science communicator. Former animal keeper. She/her. Opinions are my own.,,False,2022-06-22 21:23:47,"@ConservationNa1 @AdamHartScience @BornFreeUSA 15 yrs ago or so, about 1/2 of retics or Masai (don't recall) in US were in private hands. This was when it was PMP, not SSP. No idea what it's like now, but never heard of importing them.
Zoos were also the leading donors to Giraffe Conservation International at one point.",,Twitter for Android,0
46,46,Trevor Mumba,I am a model of possibilities.,"Sandton, South Africa",False,2022-06-22 14:53:22,@LembaniTraveler This is so cool. The Masai Giraffe has a weed-shaped print 😀🤗,,Twitter for Android,0
47,47,Chen Mingjian 陈明健,Ambassador of the People's Republic of China to the United Republic of Tanzania,"Dar es Salaam, Tanzania",True,2022-06-22 11:07:04,"The Masai giraffe is the national animal of #Tanzania and the country is home to the largest population of Masai giraffe in the wild. June 21 marks #WorldGiraffeDay. Let’s raise protection awareness about the tallest animal whose wild population numbers only about 117,000. https://t.co/PnxP1UvLG7","[{'text': 'Tanzania', 'indices': [44, 53]}]",Twitter Web App,15
48,48,A. Wakan,"Author of the spiritual novel ""Willow and Strix - A spiritual journey"" ©
Legal Notice/Impressum on website",,False,2022-06-22 04:34:49,Spirit Animal of the month: Masai Giraffe (Giraffa Tippelskirchi) https://t.co/Z9yuTOq2gN https://t.co/4F7gEc2HdM,,Twitter Web App,0
49,49,Inspire Kenya Photos,Telling Kenya Beauty Through Sharing Amazing Photos. Photos Are Educational & Help See Kenya The Other Way. Share What You Love. A Bot Retweet What You Loved.,,False,2022-06-21 23:48:07,"📽️📸, Did You Know. The Masai giraffe (Giraffa camelopardalis tippelskirchi), also spelled Maasai giraffe or named Kilimanjaro giraffe, is the largest subspecies of giraffe and the tallest land mammal. It is found in Kenya and Tanzania. https://t.co/VX6DtJJ569!",,"Cheap Bots, Done Quick!",0
50,50,Ayaana Williams,Digital Producer @ABC10 | Multimedia Maven | Foodie | Formerly @TheStateHornet @DeltaCollegian | Opinions are my own | send tips to awilliams9@abc10.com,"Stockton, CA",False,2022-06-21 23:13:58,A Masai giraffe named Shani is expecting what will be the 21st calf born at the zoo since 1964. @ABC10  https://t.co/xzNY2cImdp,,Twitter Web App,0
51,51,Roger Williams Park Zoo,Leaders in conservation and animal care - join us in conserving wildlife and wild places. AZA & American Humane accredited. #rwpzoo,"Providence, Rhode Island",False,2022-06-21 21:50:39,"Happy World Giraffe Day! 🦒 The longest day of the year for the longest necks! Your RWPZoo is home to two endangered Masai giraffes - Jaffa and Cora.

#longdaysforlongnecks #standtallforgiraffe https://t.co/SpbzBZDs9S",,Twitter Web App,5
52,52,Amazing Life Safaris,"Travel | Adventure | Discover. 
We offer unmatched value and quality for all inclusive packages or special Tailor made packages to suit your need.","Kampala, Uganda",False,2022-06-23 12:04:07,"The 370-sq-km Lake #Mburo National Park. Is the only place in southern Uganda to see #zebra and #giraffe, It’s also the only park in #Uganda with impala, slender #mongooses,&amp; giant bush #rats. You can also look for #leopard, #topi, and #eland. They're also 325 species of #birds. https://t.co/ELEg3jMxvy","[{'text': 'Mburo', 'indices': [19, 25]}, {'text': 'zebra', 'indices': [85, 91]}, {'text': 'giraffe', 'indices': [96, 104]}]",Twitter Web App,4
53,53,ishtiyaque ahmed,social activist,"howrah,india",False,2022-06-22 19:18:20,World Giraffe Day is celebrated every year on the 21st of June. This day coincidentally falls during the Summer Solstice in the Northern Hemisphere and the Winter Solstice in the Southern Hemisphere.,,Twitter for Android,0
54,54,PropertyInPakistan,"Houses, flats, shops, plots and properties for sale or rent in Karachi, Lahore, Islamabad and other cities in Pakistan via agents, developers and individuals.","London, England",False,2022-06-22 13:14:11,"HISTORY IS MADE! 
Danzoo Welcomes Marco to its family! The 2nd birth of Southern Giraffe species in a row!
We’re thrilled to have DanZoo’s family growing. 
#Danzoo #DayAndNightZoo #Giraffe #BabyGiraffe #JungleKingdom #BahriaTownKarachi #BTKHI https://t.co/GjbJ59hlsP",,IFTTT,0
55,55,Bahria Town Official,,,False,2022-06-22 12:46:57,"HISTORY IS MADE! 
Danzoo Welcomes Marco to its family! The 2nd birth of Southern Giraffe species in a row!
We’re thrilled to have DanZoo’s family growing. 
#Danzoo #DayAndNightZoo #Giraffe #BabyGiraffe #JungleKingdom #BahriaTownKarachi #BTKHI https://t.co/4dOb3kiUl0",,Twitter for Android,2
56,56,46 Billy Goat,"Firmly ensconced in the rural mountains of the Northern Rockies. Fly fishing, hunting, evidence based conservation. Don't suffer fools at all, let alone gladly.",,False,2022-06-22 11:19:50,"@EarthlySteward @Lusapho83701304 Umm, no sweetie, it's not. How do you call yourself a scientist?
https://t.co/udgecccxtK",,Twitter Web App,0
57,57,Sarona Estate International,"We are 360 Marketing company specifically for Real Estate. Through our expertise in real estate, we have turned the fortunes of many small investors.","Bahria Town, Karachi",False,2022-06-22 08:38:12,"HISTORY IS MADE!
DanZoo Welcomes Marco to its family! The 2nd birth of the Southern Giraffe species in a row! Now Marco's cousin Alex (born on 18.4.2022) has a friend to play with…
We’re thrilled to have DanZoo’s family growing.
#Danzoo #Giraffe #BabyGiraffe #BahriaTownKarachi https://t.co/YZA1o9xpbK",,Twitter Web App,0
58,58,Prashant Yadav,Perpetually Enroute,"Gurgaon, India",False,2022-06-22 04:41:38,"It's World Giraffe Day! But do you know why today in particular? June 21st is the longest night and shortest day in the Southern Hemisphere, and the reverse in the Northern Hemisphere. A fitting tribute to the world's tallest animal
.
.
#WorldGiraffeDay #ExploreAfrica https://t.co/iXbPKRAaOo",,Twitter for Mac,0
59,59,Robert Green,Thinker of thoughts. Speaker of words. Doer of common things phrased psuedo-profoundly.,"Memphis, TN",False,2022-06-22 01:36:21,"@Retr0J @AdamClery That dude can eat a whole spoon of his father's cock.
I personally want more Celery, because he legit makes me laugh at his reactions to how dumb wrestling is and Jules has a southern US guy saying ""Are you having a giraffe?!""
Top guys both.",,Twitter for Android,0
60,60,Dr. Brian Mwendwa,A Finance Expert/Providing Economic & Investment Blueprint/Climate Change Advisor 🌍/http://VillageVocations.orgW,Karen ,False,2022-06-21 16:41:11,"Today, the 21st of June, marks the longest day in the Northern Hemisphere, and longest night in the Southern Hemisphere. So, naturally, we should celebrate the longest-necked animals today, too. Happy World Giraffe Day! https://t.co/1k5P4eljuM",,Twitter for iPhone,1
61,61,Heidi,travel to Africa ---- travel to paradise !!!,"Zürich, Schweiz",False,2022-06-21 14:49:08,"@WendyW_13 @deevee2 I thought there are only 4 Giraffe spezies : the Southern Giraffe, Maasai Giraffe, Reticulated Giraffe and the Northern Giraffe .... hmmm.",,TweetDeck,0
62,62,Jocelyn Gould 💙💚,"Cis. She/her. Vegetarian. Disabled(blind). LGBTQIA 🌈 & BLM ally. Birder. Castiel 😇🌈, Misha 😇, Destiel 💙💚. #Dodgers ⚾️💙. #RavensFlock 🏈💜. 🐝 kind ❤️",Merseyside UK,False,2022-06-22 16:08:36,"Visited @RSPBLeightonM today. Too long since we’ve been to this beautiful reserve. Highlights include prolonged views of an Otter from the Lower Hide, a Red Deer hind from Jackson Hide, &amp; Marsh Harriers over the reeds. Marsh Tit &amp; Treecreeper new for the year. 😊🐦❤️ https://t.co/5S04gsWA1B",,Twitter for iPad,1
63,63,Marsh,Trader. Transcendence & transformation🦂📈👁GOLD DIGGER 🔃 XAU MAMI 🫦 IG alphamarsh_sf,,False,2022-06-21 22:17:57,@ToriNakahara Wtf is the community section. We so do tho! I didn’t know moose until I found a lone fucking tibia with a fucking hoof still attached to it @ Mt Tom. That shit was not a deer LOL,,Twitter for iPhone,0
64,64,Alan Dalton,"An Irish Birder living abroad in Sweden. Sound recorder of birds, love both NocMig and VisMig, Photographer and Artist.",Sweden,False,2022-06-18 12:40:38,"Another Marsh Warbler video, one of five birds last night. This one recorded as darkness fell, with barking Roe Deer, Sedge Warbler and a Common Quail also close by. So nice to be out in the field at night! https://t.co/sWj7EZ5KN8",,Twitter for iPhone,1
65,65,Sue Bird,Birding and conservation,,False,2022-06-18 10:09:31,"@YWTPottericCarr on Piper Marsh with back up of 5 Foxes, 4 cubs playing on the shore line, Roe Deer, 6 Little Egret, young Oystercatchers and Lapwings and a Green Sandpiper. https://t.co/G8wSyYhqVi",,Twitter Web App,1
66,66,Gr8ful Fox,,,False,2022-06-17 18:36:00,"@dont_jinxit If growing-up in the Mid-Atlantic marsh-lands has taught me anything, the PROPER way to kill a biting fly like a greenhead or deer fly is SLAP &amp; ROLL! 'Slap' to trap the fly, and 'roll' to crush(kill) it.",,Twitter Web App,0
67,67,Academy for Global Citizenship,"Reimagining the future of education by incubating best practices in environmental sustainability, whole student wellness and international mindedness.",Chicago,False,2022-06-16 16:03:35,"We LOVED the natural lands restoration underway by @ChicagoParks at Big Marsh. During #servicelearning week we  identified shore birds, deer, native grasses and hit the bike park with @REI 
#agcChicago #healthyschool #sustainableschool https://t.co/UaO42onLLI","[{'text': 'servicelearning', 'indices': [86, 102]}]",Hootsuite Inc.,0
68,68,Mark Mi Duck Hunter,Lifelong outdoorsman and Avid waterfowler. former Republican still a conservative and supporter of #2A.,Shanghai 上海,False,2022-06-16 00:02:45,"@mmmadcccow @pschneider84 When I was kid we didn’t have coyotes or eagles on the farm. Now both are common. Actually same with deer and turkeys. Then we had a 1 deer limit now 12. (2 bucks, 10does). No turkeys at all. Pheasants and quail and the marsh was a carrot/celery field. 30 years ago I dammed it up",,Twitter for iPhone,0
69,69,Phillip Cherry,Transportation with some sports and politics. Views are my own,"Boston, MA",False,2022-06-15 12:44:53,"We must commit to take alternate transportation, (subway/rail/ferry), bike or walk for shorter trips within our n'hoods, and use the 1.5 years to explore local amenities, such as Belle Isle Marsh, Lo Presti Park, &amp; Deer Island, as well as great restaurants",,Twitter Web App,1
70,70,Horrible Animals,HONK etc // a bot by @prehensile // made using #CBDQ by @v21,,False,2022-06-22 18:54:49,"It's a lovely morning in Neston, and you are a horrible thorold's deer.",,"Cheap Bots, Done Quick!",0
71,71,Patrick Oben Ministries,Teaching ministry of  Dr. Patrick and Ma-Ayuk Oben based in Ankeny Iowa.,"Ankeny, Iowa, USA",False,2022-06-23 19:12:20,"Deshen Daily: As the Deer Pants for the Water Brooks
https://t.co/0C0wbJAtkW https://t.co/165SSunJLS",,Hootsuite Inc.,0
72,72,ًً,viewer discretion is advised 🇳🇬,philly 🏎 delaware,False,2022-06-23 18:20:36,deer park and poland spring cannot be real water fr,,Twitter for iPhone,0
73,73,Broch,"Artist, animator, ASD 🦜 Into dinosaurs, cetaceans, lost media and mid-tier movies 🦜 Working on #MonnoAtoll and #GullyZine 🦜 21, bi, she/he/they","Caledon, Ontario",False,2022-06-23 17:55:59,"I just remembered. I wrote a whole Zootopia spinoff fanfic. It was my final for a George Brown course.

It was a Nancy Drew parody starring a Water Deer. I probably have it laying around somewhere.",,Twitter Web App,0
74,74,Michelle Boddie,"Christmas Holiday Stager/Stylist + Visual Artist, Painter, Crafter + Blogger + Website Designer = My Visual Creativity at Work for You!","Atlanta, GA",False,2022-06-23 17:54:37,"""As Deer Pant for Water"" Art Canvas Print https://t.co/IBovl921ni via @zazzle",,Twitter Web App,0
75,75,ice 🧸 | seeing skz in chicago!,i’m dating lee minho and @chnheelogs : multi bg stan ♡ kep1ian,17 | poc | he / they ,False,2022-06-23 17:42:29,@Halmeo_innie deer park water in the fridge sprinkled with some lemon for taste 🤌🤌 that’s the han quokka water recipe,,Twitter for iPhone,0
76,76,🅁🅄🅂🅃🅈 🅁🄰🅂🄲🄰🄻,"Architecture, Design, Rugby, Politics & Martech vie for air in my proudly European, sensibly equitable head. Emerging via a sweary mouth & mischievous missives.","Nr.Stonehenge, Salisbury",False,2022-06-23 17:33:53,"@PaulaMeeeee73 @Costaroninswife I don’t mind honestly.  The soils# and grass are very good there due to the constant waterfowl soiling and the river itself.  I love the wildlife we see here, otters, deer, raptors, bats, waterfowl, water voles, the lots grows every year for new sightings ❤️❤️",,Twitter for iPhone,0
77,77,🇺🇸🇺🇦Vaxxed & Vigilant 4 Democracy!🌻Expel GQP!,Mom & patriot. Blue voter. Red wine. Go Green (MSU) Intolerant of Intolerance. 🇺🇦 I stand with Ukraine. 🌻 Not gonna be quiet.,"Virginia, USA",False,2022-06-23 17:32:23,"@words_matter18 No, we didn't see any deer.. We saw turtles.. and tons of redwing blackbirds.. &amp; the breeze along the water seems to keep the bugs at bay for the most part! It's a rather wide trail too &amp; I really think it's worth checking out when you make your way over here sometime!!",,Twitter Web App,0
78,78,Martin Roper,Wildlife and Travel Photographer based in Yorkshire.,United Kingdom,False,2022-06-23 17:28:09,Chinese water deer fawn #Wildlife @SWTCarltonMarsh https://t.co/fwewzIjmvw,"[{'text': 'Wildlife', 'indices': [24, 33]}]",Twitter Web App,2
79,79,SOJI 💫,"Abba's Fav | 🕊️&💡 | Nightingale 🎶 | Biotechnologist💊 | @lfc ⚽,CR7 🐐",Nigeria,False,2022-06-23 17:15:36,As the deer Pants for the water 🎶 https://t.co/MZpNGMsfXX,,Twitter for Android,0
80,80,Gad_StoryTeller,I love Writing,Uganda,False,2022-06-23 16:30:32,"My generation Father my generation.
The prayer close to my heart. The thought that haunts me. I need my generation. Winning souls like a deer thirsting for water. Pursuing the impossible because I know I have a God of impossibilities...my generation Father is all I ask for.",,Twitter for Android,0
81,81,◇⃟̣̣⃕☕Azazel🪶༘݊,(〃•ㅅ•〃)ִֶָ࣪ ° .* ʚ♡ɞ Esp / eng !  ━ 💞✨💞The Arcana and Last Legacy✨💞✨ ━ Proshippers DNI ━ looking for moots ! ♡ ━ @Sxnd_hxlp priv account,he/they/goat/coffee,False,2022-06-23 04:45:53,"Friedrich- Tauernscheck goat
Alastor- Hooded crow
Valentino- Red-shouldered macaw 
Artemis- Snow leopard
Salvatore- Apennine wolf
Sayre- Northern pudu
Giselle- Betta Fish 
(1/2) https://t.co/kJ7B6B2MBM",,Twitter for Android,0
82,82,Robert wolf,"I have my own compass, I know my north.",,False,2022-06-23 19:14:42,@samhainsghost All the movies show reindeer with antlers. Reindeer in December with antlers are female.,,Twitter for iPhone,0
83,83,franky ༊*·˚,#fakey #j+f #jokie #JMAO #hankie 𖠌,she/her. team jasper 🪐,False,2022-06-23 19:06:38,@1800REYNA you should get reindeer slippers,,Twitter for iPhone,0
84,84,u/SureMotor1208,I WAS @w3sbians!!!  @agwnder,13 year old,False,2022-06-23 19:03:15,@puffle_bot ITS BETTER THAN THAT REINDEER LMAOOO,,Twitter for iPad,0
85,85,Craig Hampson,"Coys fan,Big horse racing nut and loves life,Enjoys places beginning with B especially Benidorm,Bridlington,Butlins and Belek.",Sunny Donny,False,2022-06-23 19:03:12,Boys pie night @MichaelMulls75 @thfc72 highly recommend the Reindeer 👍 https://t.co/uZHsiYKYKB,,Twitter for iPhone,0
86,86,Maxine Sylvester,"🦌Author, illustrator Ronaldo the Flying Reindeer #books 4 #kids 5-10yrs Friendship, fun & a belly full of carrots https://t.co/FcuT9hfpdH",,False,2022-06-23 19:02:29,"Book review
""If you are looking for a book that has wholesome values and is loads of fun, grab a copy for the young reader in your life today. They will thank you for it.""

https://t.co/loHstPYPPQ

#kidsbook

📣 @eBookLingo
📚 https://t.co/jOllXZeP4n https://t.co/0lNWurUOqk",,Promotional Auto Tweets,0
87,87,Maxine Sylvester,"🦌Author, illustrator Ronaldo the Flying Reindeer #books 4 #kids 5-10yrs Friendship, fun & a belly full of carrots https://t.co/FcuT9hfpdH",,False,2022-06-23 19:01:13,"Ronaldo wants to win the endurance test. But Arctic-like conditions prove more difficult than he ever imagined, and after only a few circuits self-doubt creeps into his mind.
https://t.co/OZM51EPVs2

📣 @eBookLingo
📚 https://t.co/Jjzse7laLv https://t.co/f4NXWobTZP",,Promotional Auto Tweets,0
88,88,Jahs way,"Don’t mind me, I’m here to let you know you blocking people doesn’t mean you’re right😂😂😂",,False,2022-06-23 18:59:45,@getlilbrod @ashawolves @bipolar_aries @Simone_Biles It’s not a narrative it’s factually known y’all love to test the black athletes at higher rates. Almost like y’all can’t believe we better in all y’all lil reindeer games.,,Twitter for iPhone,0
89,89,EtsySocial,We are a team of dedicated Etsy sellers committed to growing our businesses and offering quality products to the world.,,False,2022-06-23 18:59:03,"Reindeer Shoes, Christmas Holiday https://t.co/FJYlRFhV1i via @EtsySocial #EtsySocial https://t.co/1iT77lGmGK","[{'text': 'EtsySocial', 'indices': [74, 85]}]",EtsySocial,0
90,90,Nathan,"It's me
I play adopt me and bedwars
Dp=Frost Dragon",,False,2022-06-23 18:57:16,@veriverish @PlayAdoptMe @MatthewHarrisUK @ItsSugarCoffee @jaciplays Albino monkey and some good legendary adds for my hedgchog or arctic reindeer and adds for my hedgchog,,Twitter Web App,0
91,91,Linda Stocker,Retired Dentist with a passion for fashion,,False,2022-06-23 18:55:28,@WeatherstonJane I still have the “ Rudolf the Reindeer “ from my third grade teacher. I won the Grade school spelling bee 🐝,,Twitter for iPhone,0
92,92,lonko visje,KANKER TWITTER!!,je kruipruimte,False,2022-06-22 13:49:03,"@GenexixKing97 @dry_sack @AJEnglish Baboon
Bonobo
Bison
Buffalo
Beluga
Bharal
Black bear
Blackbuck
Barasingha
Bonin flying fox
Barbary sheep
Brown capuchin
Bat
Bottleneck dolphon
Bighorn sheep

And these are just some mammals that start with a B. Here some more:
Beetle
Bluegill sunfish
Black frog
Blowfly
Box crab",,Twitter for Android,0
93,93,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:10:46,"Australian Sea Lion, Barasingha, Barbary Sheep, Beluga, Bharal, Bighorn Sheep, Black Bear, Black Buck, Black Footed Rock Wallaby, Black Tailed Deer, Bonin Flying Fox, Bonnet Macaque, Bonobo, Bottlenose Dolphin, Bowhead Whale, Brazilian Guinea Pig, Bridled Dolphin, Brown Bear,",,Twitter for Android,0
94,94,Mr Togher Belmont,"Teacher at Belmont Primary School, PE lead.",,False,2022-06-21 10:51:41,Wow! What a day @BelmontImpala and Barasingha class had at the @inspire_plus Mini Commonwealth Games last week! https://t.co/nwEdXdXUC8,,Twitter for iPad,0
95,95,World Tourism Alliance,"The World Tourism Alliance is a China-initiated global, nonprofit NGO created to uphold the vision of a ""Better Tourism, Better World, Better Life."" #travel","Beijing, China",False,2022-06-20 17:00:53,"Kanha National Park, the largest in Central India, is a teeming wildlife haven. W/ more than 100 Bengal tigers, it's the perfect place to spot the big cats in their natural habitat.  While there, you can also spot leopards, sloth bears, sambar &amp; the near-extinct barasingha deer. https://t.co/k32FrQfcit",,Buffer,0
96,96,animal fact bot,,,False,2022-06-19 14:10:44,Barasingha deer are extremely windy,,UL Graduation Bot,0
97,97,Friendly Neighborhood Zambian,"Functioning Pulse 📈
.
or use the word in a sentence.",Lusaka Zambia,False,2022-06-15 11:17:26,"@NolDamien3 Well they usually inhabit temperate mixed deciduous forest, mountain mixed coniferous forest, tropical seasonal/dry forest, and savanna habitats around the world, the exact location would also depend if you mean elk, whitetailed, Grey brocket, barasingha, pudu, Silk/red/Rein-deer",,Twitter for Android,0
