,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
80,Funny Animal,I am making a video by simulating the movement of an animal in 3D,,False,2022-06-23 12:35:21,【Giant anteater】Living by Eating Ants！ https://t.co/CWywX05Gha via @YouTube,,Twitter Web App,0
81,Lukashin Sergey,,"Moscow, Russion Federation",False,2022-06-23 03:27:01,Check out this new drawing that I uploaded to https://t.co/3WLHlq873S! https://t.co/W7yjcJKIFZ,,Twitter Web App,0
82,Facts,#Facts,,False,2022-06-23 02:00:36,The scientific name for Giant Anteater is Myrmecophaga Tridactyla. This means “ant eating with three fingers”,,Hootsuite Inc.,0
83,Bruno Brack,#WildlifeConservation. Camera Trapping in the South American Chaco. Images are mine unless retweets,Paraguay,False,2022-06-22 22:24:06,"One more giant of the Chaco!
The giant anteater (Myrmecophaga tridactyla), with around 60 cm height, 2.1 m length and weight of 40 Kg, is the largest representative of the anteater-family. https://t.co/ogiNi8qW9B",,Twitter Web App,1
84,8bitJosh,"Twitch & YouTube creator. Consumer of coffee. Purveyor of good vibes.
Business email: joshin8bit@gmail.com",,False,2022-06-22 21:06:00,"Doing more work around the Giant Anteater (Spikesnout) habitat. I feel like this is one the most HZD-like areas in the whole zoo.

#PlanetZoo #PlanetZooGame https://t.co/2D56NaMA3C",,Twitter Web App,0
85,Ashlei Surface 🏳️‍⚧️,"transfemale(closeted with family)
she/her
paranoid b*tch
main fursona: giant anteater(antbear)","Missouri, USA",False,2022-06-22 14:57:23,"@ToggleDelete Currently it's the giant anteater, but jaguars are close behind",,Twitter for Android,0
86,8bitJosh,"Twitch & YouTube creator. Consumer of coffee. Purveyor of good vibes.
Business email: joshin8bit@gmail.com",,False,2022-06-22 00:30:20,"Had a spark of inspiration tonight so I started working on a new Spikesnout, aka Giant Anteater habitat in our Horizon Zero Dawn themed zoo, Meridian Springs!

#PlanetZoo #PlanetZooGame https://t.co/JXyfMRCn5U",,Twitter Web App,0
87,M. Cromwell Animal Artist,"🎨 Full-Time Animal Artist, Homesteader @DoghouseFungi 🍄 31/F/she/they 🏳️‍🌈  420-friendly 🌱 POSTcrypto artist ❤️ @echoes_of_mary ❤️","Washington State, USA",False,2022-06-21 16:19:17,"@skulldog Congrats!! 🎉 
I don't really have characters I want art of as much as I'd like to see you paint a giant anteater so I hope that's ok~ https://t.co/ENETqyNNUb",,Twitter for Android,0
88,"Adele, Cabaretti Pizzaman","Darmok & Jalad at Tanagra
Freelance Editor, support-class friend, amateur linguist
Studying:🏴󠁧󠁢󠁷󠁬󠁳󠁿🇧🇬🇮🇱
All human pronouns",Long Fucking Island,False,2022-06-21 15:11:43,@pzlr The tongue of a giant anteater,,Twitter Web App,0
89,Drusillas Park,"Get nose to nose with nature with hundreds of exotic animals, brilliant adventure play areas, family-friendly rides, splash pad and SPARK sensory experience!",BN26 5QS,False,2022-06-21 08:01:03,"🦋 What’s gross to some is beautiful to others…

Example 1: giant anteater 💩 https://t.co/tO0IkXanEY",,Hootsuite Inc.,0
90,Not The Krookodile Hunter 🇲🇽,Hola seguidores.  Estoy de incognita para que no me cachen y me vuelvan a suspender.  Desde aquí pueden subscribirse a mi canal en YouTube.,"Richmond, CA",False,2022-06-22 10:41:52,"@HarpyGoth Raymond the Goblin Shark
Kasumi the Platypus
Sharpy the Blue Dragon Slug
Vanina the Giant Armadillo https://t.co/KtRhGIis03",,Twitter for Android,0
91,Armadillo,,,False,2022-06-22 03:29:22,"@AndreOleOleO The only wrestlers regular players know are The Rock, Hulk Hogan, John Cena and Andre The Giant, if you ask someone if they know anyone else, 99% of the time they’ll give you a blank stare and have no idea who you’re talking about",,Twitter for iPhone,0
92,Kemono Friends Bot,"Posts a new Friend periodically!
All descriptions and images are from https://t.co/7JHjhoquR0",,False,2022-06-21 01:29:46,"Giant Armadillo

Armadillos have not been extensively studied in the wild however they are solitary and nocturnal, spending most of the day in their burrows. These armadillos however cannot roll themselves into a ball to escape predators and will burrow to get away. https://t.co/qF6E6H7jQx",,Kemono Friends Bot,5
93,zu,just a lady in a house,,False,2022-06-20 19:46:37,@nobodyyouknow35 @LadyLiberty91 @Big_Armadillo_ @shiguy79 @stoolpresidente So what is it of your business? My neighbor has a giant picture Obama on her fridge I think it’s weird but it’s her fridge- her right.,,Twitter for iPhone,0
94,Acomb Primary School,"Official Twitter Feed of Acomb Primary School, York",,False,2022-06-20 08:46:21,"🐌 Our Reception classes were treated to a safari spectacular on Friday when @SamSafaris1 paid a visit. They got close with a giant snail, a millipede, stick insects, beetles and even met a predator to these minibeasts… an armadillo! 🐌 https://t.co/ytIzQJ97fY",,Twitter for iPhone,3
95,Marvel Daily Art,"Daily artwork from classic Marvel comics!
Fan account. Not affiliated with Marvel Comics.",,False,2022-06-18 23:33:03,"The theme of this week’s logo is “giant villains”, with Goliath, Tower, Armadillo, and Hog-zilla! #marvel #cmro #mda https://t.co/DMZgoD4zb4","[{'text': 'marvel', 'indices': [98, 105]}, {'text': 'cmro', 'indices': [106, 111]}, {'text': 'mda', 'indices': [112, 116]}]",Buffer,2
96,Cara TXZEAL,GAB & Parler @ txsoutherngrace  MAGA Researcher Entrepreneur Health Wellness Weight Loss Nutrition non-GMO Autoimmune News/PoliticsJunkie Conservative,"Texas, USA",False,2022-06-18 20:16:15,"🤓🤓🤓 Glyptodontid aka giant, ancient armadillo skulls in N. Venezuela show evidence of human hunting from Late Pleistocene era. https://t.co/9AMXONd1OQ",,Twitter Web App,0
97,❄️,Wynter/Xavier | 28 | He/Them | Slight NSFW | Writer | Multifandom | Multishipper | Currently complaining about energy in mobile games |,In the Cold,False,2022-06-18 04:22:45,"I haven't talked about Arthur Herrero in a while. That's because I haven't seen anything that remind me of my giant Armadillo. 

I'm gunning towards Varka coming home before I flesh out his story but I'm still keeping the duel wielding a heavy weapon whether it's hammers or axes",,Twitter for Android,0
98,Freeman Crouch,"retired cs, english, and math teacher, and apparently still see everything through those lenses. 🤷‍♂️ my art book bots: @thediodeartbook, @tinheadartbook",nearish Austin,False,2022-06-17 03:03:05,"a giant scary armadillo with tank treads, digital art style https://t.co/SisuFQOazY",,Twitter for iPad,0
99,Dan Lovejoy 🇺🇦🌻,"He has told you, mortal one, what is good; And what does the Lord require of you but to do justice, to love kindness, and to walk humbly with your God? #BLM","Oklahoma City, OK",False,2022-06-17 01:50:46,@stephenjbell I am enjoying the giant armored draft armadillo though.,,Twitter for iPhone,0
100,Putinha relaxada,Sexo é violência.,Vila Rosenval,False,2022-06-20 23:54:03,"@NaturelsWeird Specifically the three banded armadillo, or as sometime is referred Brazilian armadillo",,Twitter for Android,0
